training
"   O            ;X;8;5;X"
" X O O O  O  XXX;X;0;0;X"
"OX         X  O ;X;9;4;X"
"O    X  X O  O  ;X;12;3;X"
"O O X X O   O  X;X;14;1;X"
"XX OOOX        O;X;9;1;X"
"O  O  X  O OX X ;X;7;1;X"
"XO   O    X  O X;X;6;2;X"
"                ;X;12;7;O"
"     X        OO;X;11;4;O"
"     O          ;X;11;5;X"
"  O X  O     O X;X;0;2;O"
"  X O   O   OX  ;X;3;0;O"
"  XXXO      O  O;X;1;0;X"
"    XX  OOX    O;X;6;0;X"
"  O   X         ;X;3;2;X"
"   X      O     ;X;14;3;O"
"OX       OO  X  ;X;2;1;X"
"                ;X;7;6;X"
"         X  O   ;X;10;2;X"
"   OX XO O     X;X;11;2;X"
"    O    X      ;X;7;6;X"
"          O     ;X;9;4;O"
"  OO          X ;X;11;2;O"
"               O;X;8;3;X"
"      O XO      ;X;7;2;O"
"   O O   XO   X ;X;6;1;X"
"  OO XXX  X  OO ;X;0;0;X"
" X      OO      ;X;0;3;X"
"XXXO  OO  O X   ;X;15;0;X"
"     X  X   O OO;X;1;1;X"
"X X   O O       ;X;12;4;X"
"  O X     O  O X;X;1;2;O"
" O XO X    O O X;X;2;1;X"
"                ;X;6;6;X"
"                ;X;2;4;X"
"      X    X OOO;X;9;0;O"
"  X O  X  OOO  X;X;5;1;X"
"   O            ;X;8;3;X"
" O X  OO O X X X;X;14;0;X"
"X   X     O   OO;X;12;2;O"
"                ;X;9;8;X"
"     O          ;X;4;6;O"
"O   O X  O     X;X;13;3;X"
"     X  O       ;X;1;2;X"
"           X O  ;X;0;4;X"
"         O      ;X;13;4;O"
"   X X      O O ;X;1;1;O"
"                ;X;15;4;X"
"       OX      O;X;12;4;O"
"   X   O        ;X;4;6;X"
"           O    ;X;8;7;X"
"                ;X;5;7;O"
"   XX      O   O;X;5;2;X"
"X       X  O  O ;X;6;3;O"
"     O          ;X;15;6;O"
"    O      X    ;X;7;4;X"
"            O X ;X;5;5;O"
"           O    ;X;6;7;X"
" O X            ;X;9;5;O"
"                ;X;13;8;X"
"   OO X  X      ;X;14;4;X"
"                ;X;1;8;X"
"   O    XO O  X ;X;4;1;X"
"O               ;X;8;7;X"
"  O  X  OX O X  ;X;3;0;X"
"X O     XO      ;X;7;2;X"
"       O        ;X;10;5;X"
"   XOOO      X  ;X;8;0;O"
"      XO   O X  ;X;3;3;O"
"X   X      OOO  ;X;5;1;X"
"               O;X;12;6;O"
"           O    ;X;13;7;X"
"X O        OX   ;X;8;4;X"
"X           OO  ;X;10;3;X"
" X   OX    XO  O;X;3;0;X"
"       O  X  OX ;X;11;4;X"
"                ;X;8;4;X"
"                ;X;2;6;X"
"                ;X;8;5;O"
"                ;X;11;6;X"
"  O   X    O  X ;X;9;4;X"
"  OX            ;X;1;4;X"
"   O X    XO    ;X;4;1;O"
"     O          ;X;3;5;X"
"       OX       ;X;4;4;X"
"          O    X;X;3;6;X"
"                ;X;14;5;O"
"XO   O  O OX  X ;X;15;1;X"
"                ;X;10;7;O"
"X O OOX    O  X ;X;13;1;X"
"  O    X O  X   ;X;10;2;X"
"  X    O    XO  ;X;11;1;O"
" X O            ;X;5;6;X"
"      O     X O ;X;0;2;O"
"                ;X;6;5;O"
"X   X OOO       ;X;5;3;X"
"O           X   ;X;2;6;X"
"    O  O XO   X ;X;13;3;X"
"      O         ;X;5;5;X"
"                ;X;10;7;O"
"    O XOO   X X ;X;5;2;X"
" XO            O;X;11;4;O"
"      O         ;X;13;5;X"
" O O   XO X     ;X;2;3;X"
"  X      O     O;X;5;4;O"
"     X        O ;X;3;6;X"
"  XO  X  O      ;X;5;2;X"
"                ;X;6;8;X"
"  X  OO  X    O ;X;3;3;X"
"       O      X ;X;13;2;X"
"       OX       ;X;3;6;X"
"                ;X;1;8;X"
" O     XO      X;X;13;2;X"
"                ;X;11;8;X"
"                ;X;15;8;X"
" O     O   O XX ;X;10;3;X"
"X O  O  O   XOX ;X;11;0;O"
"                ;X;15;6;X"
"  O     X  O    ;X;5;4;O"
"     O   X     O;X;1;5;X"
"     O X        ;X;4;6;X"
"   OO        X X;X;7;4;X"
" O  X    XOO    ;X;13;3;X"
"     O        X ;X;13;5;O"
"O    X O XOX    ;X;6;2;X"
"      X  O  O X ;X;15;2;X"
" X    X OO O    ;X;15;2;O"
"    X  XO    O  ;X;6;4;X"
"X   O   X    OO ;X;12;2;O"
"      XO        ;X;10;4;X"
"   X  X    OO   ;X;15;2;X"
"OO    X  XO  XXO;X;5;0;X"
"OX    X O       ;X;11;0;X"
"      O    X O  ;X;2;3;X"
"      O   X     ;X;8;4;X"
"O  X OO   O   XX;X;8;0;O"
"   O   O      X ;X;4;5;X"
"X         OOOX  ;X;14;2;O"
"O      O X      ;X;2;3;X"
"     OX     XO  ;X;8;2;X"
"                ;X;7;7;O"
"OX X O   OOX    ;X;14;0;O"
"                ;X;9;7;O"
"   O            ;X;14;7;X"
"                ;X;6;6;X"
"O X    X  OO    ;X;15;2;O"
"      X     OO  ;X;2;4;O"
"                ;X;13;6;X"
"   X X  XO O O O;X;14;1;X"
"                ;X;5;6;X"
"    O     O    X;X;7;4;O"
"        O X OO X;X;14;3;X"
"                ;X;8;6;X"
"    X OO   X    ;X;13;3;O"
"      O  X      ;X;1;6;X"
"   X          O ;X;15;5;O"
"                ;X;1;7;O"
"     O     X    ;X;8;3;O"
"   OXXX   O  O  ;X;2;0;X"
"    O     O    X;X;13;1;X"
" OO   X  X      ;X;3;0;X"
"  O             ;X;12;4;O"
"       O  X     ;X;6;6;X"
"O    O        X ;X;8;5;X"
"XO XO  X   XO  O;X;8;0;X"
"                ;X;10;8;X"
"      O         ;X;14;5;X"
"O        OX     ;X;3;4;O"
"   O        X   ;X;2;4;X"
" O   X      O OX;X;7;1;X"
" X        O    O;X;13;3;X"
"X X OO XO       ;X;12;2;X"
"  X         O   ;X;3;4;X"
"X   O           ;X;10;4;X"
"         X   O  ;X;15;4;X"
" O  X       O   ;X;3;5;X"
"O               ;X;3;7;X"
"O               ;X;7;5;X"
"  X    OO X  XO ;X;6;0;X"
"O  X  O XO      ;X;5;3;X"
"O          X    ;X;10;6;X"
"     OX   O     ;X;11;4;O"
" X     O        ;X;15;4;X"
"    O   O X   X ;X;13;1;O"
"            O   ;X;9;5;X"
"  X       O OO X;X;1;2;O"
"   XO    X   O  ;X;2;3;O"
"                ;X;9;4;X"
"        O    X  ;X;4;6;X"
"   X  O  O    X ;X;15;1;O"
"     O          ;X;2;6;O"
"     XO  OOX   X;X;8;1;O"
" X  O        O X;X;3;2;X"
" X O  X    XOO  ;X;2;0;X"
" O    X X O   O ;X;0;3;X"
" OO XO   O X X  ;X;15;0;O"
"         O      ;X;14;3;X"
"  XO  XO     O  ;X;11;3;X"
"    O           ;X;3;5;X"
" X  OOXX   X  OO;X;12;0;X"
"                ;X;7;5;O"
"     O     X    ;X;9;6;X"
"O O OX X X      ;X;10;2;X"
"                ;X;8;6;X"
"O     X         ;X;15;6;X"
"OX OO    X      ;X;14;3;X"
"   O XOOX X  O  ;X;11;1;X"
"             O  ;X;0;7;X"
"  O    O  X   X ;X;15;4;X"
" X O          O ;X;6;5;X"
"O O     O    XXX;X;6;0;X"
"X  O O O     X  ;X;4;3;X"
"       O        ;X;3;4;O"
"OX    XOX   O O ;X;9;1;X"
"XX O  OO X      ;X;13;1;O"
"O             X ;X;15;2;X"
"                ;X;8;7;O"
"                ;X;4;6;X"
"       X    O O ;X;1;3;X"
"OO   XX X  O   O;X;3;1;X"
"O O X OX  O    X;X;5;0;O"
" OOX     X  O   ;X;11;2;O"
"                ;X;4;6;X"
"  O   O   OXOX X;X;3;0;O"
"                ;X;3;7;O"
"                ;X;12;8;X"
"  O      O X  XO;X;8;3;X"
"O O   X     X   ;X;10;1;O"
"  X      OO XOX ;X;5;1;O"
"X X O       OOX ;X;6;2;X"
"X   O          O;X;13;5;X"
"                ;X;5;7;O"
" X  OO O  X   X ;X;0;2;X"
"   OXOX     O X ;X;0;2;X"
"X    OXOXO XO   ;X;4;0;X"
"X  X O O       O;X;10;2;O"
"         O     X;X;6;4;X"
" X   O    O     ;X;8;4;O"
"   X    OOO  X  ;X;0;0;O"
"X  XOOO    X   O;X;14;0;O"
"X     O     O   ;X;8;5;X"
"    O XOX     XO;X;10;0;X"
"                ;X;13;7;O"
"OX              ;X;7;6;X"
" X  O    O X  O ;X;8;0;O"
"  XXO O    X   O;X;1;0;X"
"     X  O       ;X;6;5;O"
"     XOO  O XOX ;X;3;0;O"
"        X  O    ;X;10;6;X"
" XX  OO         ;X;14;2;X"
"             O  ;X;5;5;X"
"      O         ;X;8;7;X"
"                ;X;5;8;X"
"     O   X  O   ;X;8;3;X"
"O        O   X  ;X;7;3;X"
"O    X     OXXO ;X;4;2;X"
"     XO         ;X;1;6;X"
"        O       ;X;11;5;X"
"X  XO XO   OO   ;X;15;1;X"
"    O   X O     ;X;1;5;X"
" O O        X   ;X;8;1;X"
"  OX OO        X;X;9;2;O"
"          X   OO;X;11;5;X"
"                ;X;6;8;X"
"  X     O  X O  ;X;5;3;O"
"X  X  OX OO     ;X;15;1;O"
" O X   OXXX OO  ;X;14;0;X"
" O   O O    X X ;X;10;2;O"
"XX    OO  O X   ;X;14;2;X"
"         O XOX  ;X;10;1;O"
" X O  O        X;X;8;3;O"
"  O             ;X;5;7;X"
"XX     O  O     ;X;15;3;O"
"           O  X ;X;9;4;X"
"   O  O  OX XO X;X;11;0;O"
"       O   O  X ;X;4;2;O"
"X     XO   O   O;X;14;0;O"
"     X     O  O ;X;10;5;X"
"    O   XX  O   ;X;5;4;X"
"  XX       O   O;X;14;4;X"
"                ;X;7;4;X"
"            O  X;X;5;3;O"
" O O    X    OX ;X;6;3;X"
"      O  X      ;X;3;3;O"
" X      OO XX  O;X;2;2;X"
"X     XO  OO    ;X;5;2;O"
"                ;X;1;6;X"
" O    O X       ;X;5;5;X"
"                ;X;13;4;X"
"O             X ;X;8;6;X"
" X   O    O     ;X;6;2;O"
"    XO     OX   ;X;0;2;X"
"      XO        ;X;13;4;X"
"  O     X       ;X;13;5;O"
"      O   X    O;X;1;5;X"
"X  O XXXO  OO   ;X;14;0;X"
"     O  O  X    ;X;10;2;O"
"   O           X;X;8;3;O"
"X X   O O       ;X;5;3;O"
" O O      X X   ;X;7;4;X"
"  O   X         ;X;14;5;O"
"  X           O ;X;1;6;X"
"     O          ;X;1;7;X"
" O   OX X       ;X;10;4;X"
"   X   O     O  ;X;5;3;X"
"X XO     O     O;X;4;3;X"
"      OO     X  ;X;8;4;O"
"O           X   ;X;14;5;O"
"    X O X   O  O;X;3;3;X"
"     XO         ;X;14;6;X"
" X         O O  ;X;8;5;X"
"       OX X    O;X;4;2;X"
"              O ;X;3;3;X"
"    OX          ;X;7;4;X"
"                ;X;0;7;O"
"XX OX  O      O ;X;6;2;X"
"                ;X;1;6;X"
"                ;X;12;8;X"
"          O     ;X;9;4;O"
"    XO XX O OOX ;X;9;0;X"
"    O O X    O X;X;5;1;X"
"        O       ;X;4;6;O"
"                ;X;6;4;X"
" OX    X  O  X O;X;5;2;X"
"   X XOOX O    O;X;9;1;X"
"    O           ;X;6;7;X"
"  OX   X O    O ;X;6;3;X"
" X  OOX O   O X ;X;15;0;O"
"XX OO  O X      ;X;15;2;X"
"  O     X O   X ;X;12;3;O"
" X    O  O      ;X;2;3;X"
"       O  X X  O;X;0;4;X"
"     O  OX      ;X;10;1;X"
"O     O    X    ;X;3;3;X"
"        O       ;X;1;6;O"
"     X      OO  ;X;2;5;X"
"               O;X;10;7;X"
"X OXXO O   X O  ;X;8;0;X"
"O XO  X   XO  OX;X;8;0;X"
"        O       ;X;4;7;X"
" O     O  X    X;X;9;4;X"
"                ;X;7;8;X"
"      O      XO ;X;15;4;O"
" X O OX O  X X O;X;14;0;X"
"                ;X;13;7;O"
"                ;X;12;5;O"
"    O X OO X    ;X;14;2;O"
" O  O   X    X O;X;3;3;X"
"X   OO      X   ;X;7;1;O"
"                ;X;11;4;X"
"  X   O   XOO X ;X;1;2;X"
"           O    ;X;10;7;X"
"                ;X;8;4;X"
"                ;X;8;6;X"
"       O    O XX;X;11;4;X"
" O O    X  OX  X;X;2;1;O"
"  O   X     O   ;X;15;5;X"
" O   X X O O X  ;X;6;0;X"
"                ;X;10;8;X"
"   O            ;X;5;3;X"
" O         X    ;X;3;4;X"
" O    XXO X    O;X;14;0;X"
"   O      OX    ;X;1;5;X"
"XX  OO          ;X;14;1;O"
"      O        X;X;10;4;X"
"                ;X;12;5;O"
" X  O   O    X O;X;10;3;X"
"                ;X;14;7;O"
" O OXX O        ;X;9;3;X"
"O       X  O    ;X;1;3;X"
"   X        O   ;X;14;6;X"
"   O    X X  O  ;X;1;4;X"
"       O XXXOO  ;X;14;0;X"
"    OX     O    ;X;7;3;X"
" O X  XX O   OOX;X;5;0;X"
" OO   X         ;X;10;3;X"
"XOO  X   O      ;X;3;3;X"
" O              ;X;3;5;X"
"                ;X;3;7;O"
"O   X   O       ;X;12;3;X"
"OOX    X        ;X;12;3;O"
"                ;X;8;6;X"
" O O  X         ;X;7;4;O"
"     O   O O XXX;X;2;0;X"
" X O  O  O  X   ;X;0;0;O"
"  OXXO O        ;X;15;3;X"
" X       X    OO;X;8;2;X"
"    O OX        ;X;9;2;O"
"  OO  X    X  XO;X;13;2;X"
"                ;X;4;6;X"
" O    O   XOXO X;X;2;0;O"
" OX O O  XXO    ;X;5;0;O"
" X  O   O       ;X;13;4;O"
"       O X      ;X;1;4;X"
"      X      O  ;X;7;4;X"
"  O X X       O ;X;0;4;X"
"                ;X;6;6;X"
"  X  O     O  X ;X;10;2;X"
"      XO        ;X;14;5;O"
" O O  X  XXO   O;X;5;1;X"
"     X    X   OO;X;7;4;X"
"                ;X;15;6;X"
"XO       O    XO;X;12;1;X"
"       O        ;X;14;7;X"
"    O XXO   XOXO;X;5;0;X"
"XOX           O ;X;13;3;O"
"        O       ;X;11;6;O"
"O X             ;X;6;6;X"
"    O O  OX  X X;X;8;1;O"
"XOOO  O    X  X ;X;12;0;O"
"                ;X;0;7;O"
"  O O  O     X X;X;6;3;X"
"  O  X          ;X;12;3;O"
"  XX   O    O   ;X;5;4;X"
"  O            X;X;7;5;O"
" OX O     XO    ;X;14;1;X"
"XO    O X  OO X ;X;3;0;O"
" OX   X     O O ;X;11;3;X"
"O  X    X     OO;X;2;1;X"
"O    X X   OXO  ;X;8;2;X"
"                ;X;8;6;X"
"   O     X  XO O;X;4;1;X"
"X X OO O  X     ;X;1;0;X"
"          O  X  ;X;7;5;O"
"          O     ;X;12;5;X"
"  O  OX   X     ;X;7;4;X"
"      O       X ;X;11;5;O"
"                ;X;6;4;X"
"     O   O  X  X;X;14;1;O"
" X O  OO X    X ;X;11;2;X"
"            O   ;X;0;7;X"
"   XX  O  O  OXO;X;8;0;O"
"  O XX  O  O X  ;X;9;0;X"
"      X O       ;X;2;6;X"
" OO   O    X  XX;X;3;1;O"
"                ;X;14;5;O"
" O O   X  O   X ;X;6;1;X"
" X   O      O   ;X;10;3;X"
"O   X   XO    O ;X;6;1;X"
"    X   O X  O  ;X;11;4;X"
"                ;X;3;7;O"
"            O   ;X;5;3;X"
"O               ;X;9;3;X"
"                ;X;3;8;X"
"X O             ;X;8;4;X"
"    O   O  X O X;X;10;1;X"
"X    XO    O O  ;X;2;3;X"
"            O   ;X;5;3;X"
"         O      ;X;8;4;O"
"    OXX  XOO    ;X;14;2;X"
"X    XO    O  O ;X;15;3;X"
"XXX  OO O  O  X ;X;7;0;X"
" O X  O      X  ;X;7;3;O"
"          O     ;X;0;4;O"
"             O  ;X;14;7;X"
"   O            ;X;9;6;O"
" X        X  O O;X;9;4;X"
" XO     O     X ;X;15;4;X"
" O   O     O  XX;X;12;3;X"
"  X  XO  OOX    ;X;1;2;X"
"  O           X ;X;9;5;O"
"      O         ;X;5;5;X"
"      X  O  O   ;X;14;1;X"
"             O  ;X;10;5;X"
"          O     ;X;3;5;X"
"OX O  OX X      ;X;5;0;X"
"        OX      ;X;10;4;X"
"  X XO OX   O   ;X;0;0;X"
"                ;X;8;6;X"
"                ;X;4;6;X"
"      X    XO O ;X;10;4;X"
"         X     O;X;3;4;X"
"           O    ;X;14;5;X"
"  O             ;X;15;6;O"
"     X X O   XOO;X;11;2;X"
"                ;X;2;4;X"
"OO OX X OX    X ;X;7;0;X"
"             O  ;X;1;7;X"
"X   X  OXOXOO   ;X;2;0;X"
" XOOX   X  O    ;X;12;0;X"
" X X  OOXO    O ;X;12;1;X"
"  X          O  ;X;1;2;X"
"         O      ;X;10;6;O"
"                ;X;0;7;O"
"O     O X   X   ;X;13;2;X"
"      X  O      ;X;1;6;X"
"       O        ;X;9;5;X"
"   O            ;X;5;5;X"
"O XO  X  X O O  ;X;1;1;X"
"  O             ;X;0;5;X"
"          X  O  ;X;4;6;X"
"  O  O X    XX O;X;9;2;X"
"O      XXO    O ;X;12;2;O"
"                ;X;11;8;X"
"                ;X;4;6;X"
" O X    XO   OX ;X;10;1;O"
"      O       OX;X;11;3;X"
"    O    X   O  ;X;10;5;X"
"     OXOOOXX  X ;X;12;0;X"
"   O      X     ;X;11;4;X"
" OXO   X   O    ;X;0;3;X"
"         O      ;X;11;5;X"
" X    XX OO  O  ;X;12;2;X"
"          O   X ;X;4;6;X"
"       O        ;X;1;3;X"
"          O     ;X;1;5;X"
"    X  O      XO;X;5;2;X"
"              O ;X;10;3;X"
" X             O;X;6;3;O"
"    X O OO  X   ;X;10;2;O"
"X  X    O    OO ;X;7;1;X"
"              O ;X;10;5;X"
"X           O   ;X;13;4;X"
"       O        ;X;3;7;X"
"         O      ;X;7;6;O"
" XO     X  OXO O;X;6;1;X"
"       X   OOX  ;X;6;2;X"
"     XO     O   ;X;9;3;X"
" XX    OXO    O ;X;11;2;X"
"                ;X;9;8;X"
"                ;X;4;5;O"
"                ;X;13;7;O"
"       X   O    ;X;4;4;X"
" OO   XX        ;X;5;0;X"
"                ;X;3;7;O"
"   OX     O    X;X;8;4;X"
" O    X  X O  XO;X;4;0;X"
"O XO       X    ;X;7;4;X"
"                ;X;4;7;O"
"     XOX     OOX;X;3;1;O"
"O X O  XO X   O ;X;11;0;O"
" O    O    O  XX;X;5;0;O"
"        XX O  O ;X;12;4;X"
"OXOO   O   XX   ;X;9;1;X"
"O X O           ;X;5;1;X"
"                ;X;11;4;X"
"  X  OO X     O ;X;0;2;O"
"                ;X;9;8;X"
"    O           ;X;10;5;X"
"      X    O    ;X;15;4;X"
"   X  X X  O  OO;X;1;1;O"
"                ;X;4;7;O"
"X X  OO X     O ;X;13;1;O"
"                ;X;5;6;X"
"OX              ;X;7;4;X"
"                ;X;9;8;X"
"  O   OX O   X  ;X;12;3;X"
"                ;X;13;8;X"
"                ;X;6;6;X"
"     O          ;X;13;6;O"
" O  O   X       ;X;5;1;X"
"       O  O   X ;X;13;3;X"
" X X OO   O O X ;X;15;1;X"
"O   O X    XXO  ;X;2;2;X"
"        X O     ;X;5;6;X"
"         O      ;X;12;4;O"
"  O       O   X ;X;12;1;X"
" X  O      O    ;X;6;5;X"
"X  O X X   OOO  ;X;8;1;X"
"   OX     O     ;X;11;4;O"
"     O  X       ;X;10;2;X"
